,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabin_Class,Cabin_Num,Status,Married
681,682,1,1,Mr,0,27.0,0,0,PC 17572,77.0,0,4.0,49,1.0,
682,683,0,3,Mr,0,20.0,0,0,6563,9.0,2,,,1.0,
683,684,0,3,Mr,0,14.0,5,2,CA 2144,47.0,2,,,1.0,
684,685,0,2,Mr,0,60.0,1,1,29750,39.0,2,,,1.0,
685,686,0,2,Mr,0,25.0,1,2,SC/Paris 2123,42.0,0,,,1.0,
686,687,0,3,Mr,0,14.0,4,1,3101295,40.0,2,,,1.0,
687,688,0,3,Mr,0,19.0,0,0,349228,10.0,2,,,1.0,
688,689,0,3,Mr,0,18.0,0,0,350036,8.0,2,,,1.0,
689,690,1,1,Miss,1,15.0,0,1,24160,211.0,2,2.0,5,1.0,0.0
690,691,1,1,Mr,0,31.0,1,0,17474,57.0,2,2.0,20,1.0,
691,692,1,3,Miss,1,4.0,0,1,349256,13.0,0,,,1.0,0.0
692,693,1,3,Mr,0,,0,0,1601,56.0,2,,,1.0,
693,694,0,3,Mr,0,25.0,0,0,2672,7.0,0,,,1.0,
694,695,0,1,Col,0,60.0,0,0,113800,27.0,2,,,,
695,696,0,2,Mr,0,52.0,0,0,248731,14.0,2,,,1.0,
696,697,0,3,Mr,0,44.0,0,0,363592,8.0,2,,,1.0,
697,698,1,3,Miss,1,,0,0,35852,8.0,1,,,1.0,0.0
698,699,0,1,Mr,0,49.0,1,1,17421,111.0,0,3.0,68,1.0,
699,700,0,3,Mr,0,42.0,0,0,348121,8.0,2,7.0,,1.0,
700,701,1,1,Mrs,1,18.0,1,0,PC 17757,228.0,0,3.0,62,1.0,1.0
701,702,1,1,Mr,0,35.0,0,0,PC 17475,26.0,2,5.0,24,1.0,
702,703,0,3,Miss,1,18.0,0,1,2691,14.0,0,,,1.0,0.0
703,704,0,3,Mr,0,25.0,0,0,36864,8.0,1,,,1.0,
704,705,0,3,Mr,0,26.0,1,0,350025,8.0,2,,,1.0,
705,706,0,2,Mr,0,39.0,0,0,250655,26.0,2,,,1.0,
706,707,1,2,Mrs,1,45.0,0,0,223596,14.0,2,,,1.0,1.0
707,708,1,1,Mr,0,42.0,0,0,PC 17476,26.0,2,5.0,24,1.0,
708,709,1,1,Miss,1,22.0,0,0,113781,152.0,2,,,1.0,0.0
709,710,1,3,Master,0,,1,1,2661,15.0,0,,,2.0,
710,711,1,1,Mlle,1,24.0,0,0,PC 17482,50.0,0,3.0,90,1.0,1.0
711,712,0,1,Mr,0,,0,0,113028,27.0,2,3.0,124,1.0,
712,713,1,1,Mr,0,48.0,1,0,19996,52.0,2,3.0,126,1.0,
713,714,0,3,Mr,0,29.0,0,0,7545,9.0,2,,,1.0,
714,715,0,2,Mr,0,52.0,0,0,250647,13.0,2,,,1.0,
715,716,0,3,Mr,0,19.0,0,0,348124,8.0,2,7.0,,1.0,
716,717,1,1,Miss,1,38.0,0,0,PC 17757,228.0,0,3.0,45,1.0,0.0
717,718,1,2,Miss,1,27.0,0,0,34218,10.0,2,5.0,101,1.0,0.0
718,719,0,3,Mr,0,,0,0,36568,16.0,1,,,1.0,
719,720,0,3,Mr,0,33.0,0,0,347062,8.0,2,,,1.0,
720,721,1,2,Miss,1,6.0,0,1,248727,33.0,2,,,1.0,0.0
721,722,0,3,Mr,0,17.0,1,0,350048,7.0,2,,,1.0,
722,723,0,2,Mr,0,34.0,0,0,12233,13.0,2,,,1.0,
723,724,0,2,Mr,0,50.0,0,0,250643,13.0,2,,,1.0,
724,725,1,1,Mr,0,27.0,1,0,113806,53.0,2,5.0,8,1.0,
725,726,0,3,Mr,0,20.0,0,0,315094,9.0,2,,,1.0,
726,727,1,2,Mrs,1,30.0,3,0,31027,21.0,2,,,1.0,1.0
727,728,1,3,Miss,1,,0,0,36866,8.0,1,,,1.0,0.0
728,729,0,2,Mr,0,25.0,1,0,236853,26.0,2,,,1.0,
729,730,0,3,Miss,1,25.0,1,0,STON/O2. 3101271,8.0,2,,,1.0,0.0
730,731,1,1,Miss,1,29.0,0,0,24160,211.0,2,2.0,5,1.0,0.0
731,732,0,3,Mr,0,11.0,0,0,2699,19.0,0,,,1.0,
732,733,0,2,Mr,0,,0,0,239855,0.0,2,,,1.0,
733,734,0,2,Mr,0,23.0,0,0,28425,13.0,2,,,1.0,
734,735,0,2,Mr,0,23.0,0,0,233639,13.0,2,,,1.0,
735,736,0,3,Mr,0,28.5,0,0,54636,16.0,2,,,1.0,
736,737,0,3,Mrs,1,48.0,1,3,W./C. 6608,34.0,2,,,1.0,1.0
737,738,1,1,Mr,0,35.0,0,0,PC 17755,512.0,0,2.0,101,1.0,
738,739,0,3,Mr,0,,0,0,349201,8.0,2,,,1.0,
739,740,0,3,Mr,0,,0,0,349218,8.0,2,,,1.0,
740,741,1,1,Mr,0,,0,0,16988,30.0,2,4.0,45,1.0,
741,742,0,1,Mr,0,36.0,1,0,19877,79.0,2,3.0,46,1.0,
742,743,1,1,Miss,1,21.0,2,2,PC 17608,262.0,0,2.0,57,1.0,0.0
743,744,0,3,Mr,0,24.0,1,0,376566,16.0,2,,,1.0,
744,745,1,3,Mr,0,31.0,0,0,STON/O 2. 3101288,8.0,2,,,1.0,
746,747,0,3,Mr,0,16.0,1,1,C.A. 2673,20.0,2,,,1.0,
747,748,1,2,Miss,1,30.0,0,0,250648,13.0,2,,,1.0,0.0
748,749,0,1,Mr,0,19.0,1,0,113773,53.0,2,4.0,30,1.0,
749,750,0,3,Mr,0,31.0,0,0,335097,8.0,1,,,1.0,
750,751,1,2,Miss,1,4.0,1,1,29103,23.0,2,,,1.0,0.0
751,752,1,3,Master,0,6.0,0,1,392096,12.0,2,5.0,121,2.0,
752,753,0,3,Mr,0,33.0,0,0,345780,10.0,2,,,1.0,
753,754,0,3,Mr,0,23.0,0,0,349204,8.0,2,,,1.0,
754,755,1,2,Mrs,1,48.0,1,2,220845,65.0,2,,,1.0,1.0
755,756,1,2,Master,0,0.67,1,1,250649,14.0,2,,,2.0,
756,757,0,3,Mr,0,28.0,0,0,350042,8.0,2,,,1.0,
757,758,0,2,Mr,0,18.0,0,0,29108,12.0,2,,,1.0,
758,759,0,3,Mr,0,34.0,0,0,363294,8.0,2,,,1.0,
759,760,1,1,the Countess,1,33.0,0,0,110152,86.0,2,2.0,77,3.0,
760,761,0,3,Mr,0,,0,0,358585,14.0,2,,,1.0,
761,762,0,3,Mr,0,41.0,0,0,SOTON/O2 3101272,7.0,2,,,1.0,
762,763,1,3,Mr,0,20.0,0,0,2663,7.0,0,,,1.0,
763,764,1,1,Mrs,1,36.0,1,2,113760,120.0,2,2.0,96,1.0,1.0
764,765,0,3,Mr,0,16.0,0,0,347074,8.0,2,,,1.0,
765,766,1,1,Mrs,1,51.0,1,0,13502,78.0,2,4.0,11,1.0,1.0
766,767,0,1,Dr,0,,0,0,112379,40.0,0,,,,
767,768,0,3,Miss,1,30.5,0,0,364850,8.0,1,,,1.0,0.0
768,769,0,3,Mr,0,,1,0,371110,24.0,1,,,1.0,
769,770,0,3,Mr,0,32.0,0,0,8471,8.0,2,,,1.0,
770,771,0,3,Mr,0,24.0,0,0,345781,10.0,2,,,1.0,
771,772,0,3,Mr,0,48.0,0,0,350047,8.0,2,,,1.0,
772,773,0,2,Mrs,1,57.0,0,0,S.O./P.P. 3,10.0,2,5.0,77,1.0,1.0
773,774,0,3,Mr,0,,0,0,2674,7.0,0,,,1.0,
774,775,1,2,Mrs,1,54.0,1,3,29105,23.0,2,,,1.0,1.0
775,776,0,3,Mr,0,18.0,0,0,347078,8.0,2,,,1.0,
776,777,0,3,Mr,0,,0,0,383121,8.0,1,6.0,38,1.0,
777,778,1,3,Miss,1,5.0,0,0,364516,12.0,2,,,1.0,0.0
778,779,0,3,Mr,0,,0,0,36865,8.0,1,,,1.0,
779,780,1,1,Mrs,1,43.0,0,1,24160,211.0,2,2.0,3,1.0,1.0
780,781,1,3,Miss,1,13.0,0,0,2687,7.0,0,,,1.0,0.0
781,782,1,1,Mrs,1,17.0,1,0,17474,57.0,2,2.0,20,1.0,1.0
782,783,0,1,Mr,0,29.0,0,0,113501,30.0,2,4.0,6,1.0,
783,784,0,3,Mr,0,,1,2,W./C. 6607,23.0,2,,,1.0,
784,785,0,3,Mr,0,25.0,0,0,SOTON/O.Q. 3101312,7.0,2,,,1.0,
785,786,0,3,Mr,0,25.0,0,0,374887,7.0,2,,,1.0,
786,787,1,3,Miss,1,18.0,0,0,3101265,7.0,2,,,1.0,0.0
787,788,0,3,Master,0,8.0,4,1,382652,29.0,1,,,2.0,
788,789,1,3,Master,0,1.0,1,2,C.A. 2315,21.0,2,,,2.0,
789,790,0,1,Mr,0,46.0,0,0,PC 17593,79.0,0,2.0,82,1.0,
790,791,0,3,Mr,0,,0,0,12460,8.0,1,,,1.0,
791,792,0,2,Mr,0,16.0,0,0,239865,26.0,2,,,1.0,
792,793,0,3,Miss,1,,8,2,CA. 2343,70.0,2,,,1.0,0.0
793,794,0,1,Mr,0,,0,0,PC 17600,31.0,0,,,1.0,
794,795,0,3,Mr,0,25.0,0,0,349203,8.0,2,,,1.0,
795,796,0,2,Mr,0,39.0,0,0,28213,13.0,2,,,1.0,
796,797,1,1,Dr,1,49.0,0,0,17465,26.0,2,4.0,17,,
797,798,1,3,Mrs,1,31.0,0,0,349244,9.0,2,,,1.0,1.0
798,799,0,3,Mr,0,30.0,0,0,2685,7.0,0,,,1.0,
799,800,0,3,Mrs,1,30.0,1,1,345773,24.0,2,,,1.0,1.0
800,801,0,2,Mr,0,34.0,0,0,250647,13.0,2,,,1.0,
801,802,1,2,Mrs,1,31.0,1,1,C.A. 31921,26.0,2,,,1.0,1.0
802,803,1,1,Master,0,11.0,1,2,113760,120.0,2,2.0,96,2.0,
803,804,1,3,Master,0,0.42,0,1,2625,9.0,0,,,2.0,
804,805,1,3,Mr,0,27.0,0,0,347089,7.0,2,,,1.0,
805,806,0,3,Mr,0,31.0,0,0,347063,8.0,2,,,1.0,
806,807,0,1,Mr,0,39.0,0,0,112050,0.0,2,1.0,36,1.0,
807,808,0,3,Miss,1,18.0,0,0,347087,8.0,2,,,1.0,0.0
808,809,0,2,Mr,0,39.0,0,0,248723,13.0,2,,,1.0,
809,810,1,1,Mrs,1,33.0,1,0,113806,53.0,2,5.0,8,1.0,1.0
810,811,0,3,Mr,0,26.0,0,0,3474,8.0,2,,,1.0,
811,812,0,3,Mr,0,39.0,0,0,A/4 48871,24.0,2,,,1.0,
812,813,0,2,Mr,0,35.0,0,0,28206,10.0,2,,,1.0,
813,814,0,3,Miss,1,6.0,4,2,347082,31.0,2,,,1.0,0.0
814,815,0,3,Mr,0,30.5,0,0,364499,8.0,2,,,1.0,
815,816,0,1,Mr,0,,0,0,112058,0.0,2,2.0,102,1.0,
816,817,0,3,Miss,1,23.0,0,0,STON/O2. 3101290,8.0,2,,,1.0,0.0
817,818,0,2,Mr,0,31.0,1,1,S.C./PARIS 2079,37.0,0,,,1.0,
818,819,0,3,Mr,0,43.0,0,0,C 7075,6.0,2,,,1.0,
819,820,0,3,Master,0,10.0,3,2,347088,28.0,2,,,2.0,
820,821,1,1,Mrs,1,52.0,1,1,12749,94.0,2,2.0,69,1.0,1.0
821,822,1,3,Mr,0,27.0,0,0,315098,9.0,2,,,1.0,
822,823,0,1,Jonkheer,0,38.0,0,0,19972,0.0,2,,,2.0,
823,824,1,3,Mrs,1,27.0,0,1,392096,12.0,2,5.0,121,1.0,1.0
824,825,0,3,Master,0,2.0,4,1,3101295,40.0,2,,,2.0,
825,826,0,3,Mr,0,,0,0,368323,7.0,1,,,1.0,
826,827,0,3,Mr,0,,0,0,1601,56.0,2,,,1.0,
827,828,1,2,Master,0,1.0,0,2,S.C./PARIS 2079,37.0,0,,,2.0,
828,829,1,3,Mr,0,,0,0,367228,8.0,1,,,1.0,
830,831,1,3,Mrs,1,15.0,1,0,2659,14.0,0,,,1.0,1.0
831,832,1,2,Master,0,0.83,1,1,29106,19.0,2,,,2.0,
832,833,0,3,Mr,0,,0,0,2671,7.0,0,,,1.0,
833,834,0,3,Mr,0,23.0,0,0,347468,8.0,2,,,1.0,
834,835,0,3,Mr,0,18.0,0,0,2223,8.0,2,,,1.0,
835,836,1,1,Miss,1,39.0,1,1,PC 17756,83.0,0,5.0,49,1.0,0.0
836,837,0,3,Mr,0,21.0,0,0,315097,9.0,2,,,1.0,
837,838,0,3,Mr,0,,0,0,392092,8.0,2,,,1.0,
838,839,1,3,Mr,0,32.0,0,0,1601,56.0,2,,,1.0,
839,840,1,1,Mr,0,,0,0,11774,30.0,0,3.0,47,1.0,
840,841,0,3,Mr,0,20.0,0,0,SOTON/O2 3101287,8.0,2,,,1.0,
841,842,0,2,Mr,0,16.0,0,0,S.O./P.P. 3,10.0,2,,,1.0,
842,843,1,1,Miss,1,30.0,0,0,113798,31.0,0,,,1.0,0.0
843,844,0,3,Mr,0,34.5,0,0,2683,6.0,0,,,1.0,
844,845,0,3,Mr,0,17.0,0,0,315090,9.0,2,,,1.0,
845,846,0,3,Mr,0,42.0,0,0,C.A. 5547,8.0,2,,,1.0,
846,847,0,3,Mr,0,,8,2,CA. 2343,70.0,2,,,1.0,
847,848,0,3,Mr,0,35.0,0,0,349213,8.0,0,,,1.0,
848,849,0,2,Rev,0,28.0,0,1,248727,33.0,2,,,,
849,850,1,1,Mrs,1,,1,0,17453,89.0,0,3.0,92,1.0,1.0
850,851,0,3,Master,0,4.0,4,2,347082,31.0,2,,,2.0,
851,852,0,3,Mr,0,74.0,0,0,347060,8.0,2,,,1.0,
852,853,0,3,Miss,1,9.0,1,1,2678,15.0,0,,,1.0,0.0
853,854,1,1,Miss,1,16.0,0,1,PC 17592,39.0,2,4.0,28,1.0,0.0
854,855,0,2,Mrs,1,44.0,1,0,244252,26.0,2,,,1.0,1.0
855,856,1,3,Mrs,1,18.0,0,1,392091,9.0,2,,,1.0,1.0
856,857,1,1,Mrs,1,45.0,1,1,36928,165.0,2,,,1.0,1.0
857,858,1,1,Mr,0,51.0,0,0,113055,27.0,2,5.0,17,1.0,
858,859,1,3,Mrs,1,24.0,0,3,2666,19.0,0,,,1.0,1.0
859,860,0,3,Mr,0,,0,0,2629,7.0,0,,,1.0,
860,861,0,3,Mr,0,41.0,2,0,350026,14.0,2,,,1.0,
861,862,0,2,Mr,0,21.0,1,0,28134,12.0,2,,,1.0,
862,863,1,1,Mrs,1,48.0,0,0,17466,26.0,2,4.0,17,1.0,1.0
863,864,0,3,Miss,1,,8,2,CA. 2343,70.0,2,,,1.0,0.0
864,865,0,2,Mr,0,24.0,0,0,233866,13.0,2,,,1.0,
865,866,1,2,Mrs,1,42.0,0,0,236852,13.0,2,,,1.0,1.0
866,867,1,2,Miss,1,27.0,1,0,SC/PARIS 2149,14.0,0,,,1.0,0.0
867,868,0,1,Mr,0,31.0,0,0,PC 17590,50.0,2,1.0,24,1.0,
868,869,0,3,Mr,0,,0,0,345777,10.0,2,,,1.0,
869,870,1,3,Master,0,4.0,1,1,347742,11.0,2,,,2.0,
870,871,0,3,Mr,0,26.0,0,0,349248,8.0,2,,,1.0,
871,872,1,1,Mrs,1,47.0,1,1,11751,53.0,2,4.0,35,1.0,1.0
872,873,0,1,Mr,0,33.0,0,0,695,5.0,2,2.0,51,1.0,
873,874,0,3,Mr,0,47.0,0,0,345765,9.0,2,,,1.0,
874,875,1,2,Mrs,1,28.0,1,0,P/PP 3381,24.0,0,,,1.0,1.0
875,876,1,3,Miss,1,15.0,0,0,2667,7.0,0,,,1.0,0.0
876,877,0,3,Mr,0,20.0,0,0,7534,10.0,2,,,1.0,
877,878,0,3,Mr,0,19.0,0,0,349212,8.0,2,,,1.0,
878,879,0,3,Mr,0,,0,0,349217,8.0,2,,,1.0,
879,880,1,1,Mrs,1,56.0,0,1,11767,83.0,0,3.0,50,1.0,1.0
880,881,1,2,Mrs,1,25.0,0,1,230433,26.0,2,,,1.0,1.0
881,882,0,3,Mr,0,33.0,0,0,349257,8.0,2,,,1.0,
882,883,0,3,Miss,1,22.0,0,0,7552,11.0,2,,,1.0,0.0
883,884,0,2,Mr,0,28.0,0,0,C.A./SOTON 34068,10.0,2,,,1.0,
884,885,0,3,Mr,0,25.0,0,0,SOTON/OQ 392076,7.0,2,,,1.0,
885,886,0,3,Mrs,1,39.0,0,5,382652,29.0,1,,,1.0,1.0
886,887,0,2,Rev,0,27.0,0,0,211536,13.0,2,,,,
887,888,1,1,Miss,1,19.0,0,0,112053,30.0,2,2.0,42,1.0,0.0
888,889,0,3,Miss,1,,1,2,W./C. 6607,23.0,2,,,1.0,0.0
889,890,1,1,Mr,0,26.0,0,0,111369,30.0,0,3.0,148,1.0,
890,891,0,3,Mr,0,32.0,0,0,370376,8.0,1,,,1.0,
